id,date,runtime,temperature,equipment_id,vibration,pressure,humidity,current_value,voltage,label
2892,2026-06-04 19:45:57.000000,1031.17,73.14,160,3.99,4.33,37.94,23.15,425.07,OK
2893,2026-06-04 19:45:57.000000,2881.38,99.68,163,0.17,5.51,57.52,19.4,403.86,PANNE
2894,2026-06-04 19:45:57.000000,1672.32,91.69,167,2.0,6.15,62.78,22.17,404.66,OK
2895,2026-06-04 19:45:57.000000,1795.3,86.67,157,1.58,4.48,30.23,36.59,408.88,OK
2896,2026-06-04 19:45:57.000000,2193.42,88.93,162,4.82,5.59,38.49,37.74,390.98,OK
2897,2026-06-04 19:45:57.000000,953.31,66.31,170,7.83,4.3,87.04,28.7,371.11,RISQUE
2898,2026-06-04 19:45:57.000000,1224.59,55.93,159,0.13,3.69,69.24,22.76,388.85,OK
2899,2026-06-04 19:45:57.000000,2417.97,96.88,183,6.64,4.01,31.32,55.06,396.4,PANNE
2900,2026-06-04 19:45:57.000000,1958.92,83.91,182,8.46,5.84,48.46,21.58,384.13,RISQUE
2901,2026-06-04 19:45:57.000000,2776.41,60.58,169,2.51,6.89,38.03,46.89,387.26,OK
2902,2026-06-04 19:45:57.000000,2304.19,69.82,176,7.71,2.25,86.17,36.59,421.03,RISQUE
2903,2026-06-04 19:45:57.000000,567.49,88.4,164,8.52,2.96,54.04,31.48,426.79,RISQUE
2904,2026-06-04 19:45:57.000000,705.98,74.65,182,7.44,4.58,50.92,19.7,425.47,RISQUE
2905,2026-06-04 19:45:57.000000,1388.57,49.46,181,7.71,6.84,61.35,45.56,429.29,RISQUE
2906,2026-06-04 19:45:57.000000,1139.3,91.94,174,2.75,5.67,80.57,10.72,402.61,OK
2907,2026-06-04 19:45:57.000000,1917.93,68.05,173,2.6,6.4,67.26,33.27,397.86,OK
2908,2026-06-04 19:45:57.000000,2063.84,45.72,172,1.78,3.63,35.51,34.19,378.6,OK
2909,2026-06-04 19:45:57.000000,1458.53,46.71,168,0.94,4.56,46.5,52.05,392.77,OK
2910,2026-06-04 19:45:57.000000,597.0,47.12,179,6.27,2.2,49.11,33.61,394.32,RISQUE
2911,2026-06-04 19:45:57.000000,2776.08,50.33,165,0.19,6.08,31.61,44.25,390.67,OK
2912,2026-06-04 19:45:57.000000,1526.15,70.15,167,4.49,3.09,74.4,12.42,371.32,OK
2913,2026-06-04 19:45:57.000000,1324.57,55.06,187,2.45,4.0,45.76,15.76,417.29,OK
2914,2026-06-04 19:45:57.000000,2497.84,72.43,163,8.97,4.45,75.28,25.25,385.67,RISQUE
2915,2026-06-04 19:45:57.000000,1073.06,91.16,173,2.82,6.18,50.07,18.24,419.2,OK
2916,2026-06-04 19:45:57.000000,1667.11,63.66,183,1.71,5.43,85.02,36.4,423.31,OK
2917,2026-06-04 19:45:57.000000,3378.36,79.76,166,8.15,2.98,62.26,14.94,422.87,RISQUE
2918,2026-06-04 19:45:57.000000,1197.6,95.31,166,8.66,5.15,63.46,54.79,418.32,PANNE
2919,2026-06-04 19:45:57.000000,1327.78,85.31,184,5.82,2.42,70.45,15.91,404.12,OK
2920,2026-06-04 19:45:57.000000,2035.32,77.44,164,7.51,3.1,80.77,38.56,389.05,RISQUE
2921,2026-06-04 19:45:57.000000,2342.29,80.18,186,0.43,3.87,74.28,38.47,408.0,RISQUE
2922,2026-06-04 19:45:57.000000,2516.89,73.5,172,8.49,3.15,65.89,25.18,413.39,RISQUE
2923,2026-06-04 19:45:57.000000,1899.86,42.47,168,1.48,3.69,44.95,21.53,394.35,OK
2924,2026-06-04 19:45:57.000000,1067.61,134.86,181,3.31,2.44,57.04,59.34,404.92,RISQUE
2925,2026-06-04 19:45:57.000000,1668.8,87.48,184,8.26,6.8,49.19,46.05,408.72,RISQUE
2926,2026-06-04 19:45:57.000000,3001.38,70.26,160,9.0,6.99,47.25,32.29,391.97,RISQUE
2927,2026-06-04 19:45:57.000000,1795.2,97.22,169,5.76,4.92,41.69,21.02,401.07,RISQUE
2928,2026-06-04 19:45:57.000000,1290.64,110.58,172,5.24,6.15,64.91,30.82,390.21,RISQUE
2929,2026-06-04 19:45:57.000000,3155.29,44.91,187,0.57,5.16,89.3,12.26,385.64,OK
2930,2026-06-04 19:45:57.000000,1634.11,97.58,162,2.54,2.67,84.47,16.91,428.03,RISQUE
2931,2026-06-04 19:45:57.000000,741.32,63.72,164,6.23,6.38,60.58,56.0,374.27,RISQUE
2932,2026-06-04 19:45:57.000000,2206.18,94.68,173,6.42,4.52,65.57,32.64,399.13,PANNE
2933,2026-06-04 19:45:57.000000,3091.32,91.0,173,6.69,5.77,75.59,36.95,394.95,PANNE
2934,2026-06-04 19:45:57.000000,2672.34,80.7,168,5.16,4.03,58.79,19.18,398.7,RISQUE
2935,2026-06-04 19:45:57.000000,683.89,80.41,171,2.45,2.22,58.83,23.63,425.28,OK
2936,2026-06-04 19:45:57.000000,774.28,60.82,175,8.96,3.03,50.35,13.99,392.87,RISQUE
2937,2026-06-04 19:45:57.000000,2945.83,46.5,187,5.89,4.5,73.75,17.4,403.18,OK
2938,2026-06-04 19:45:57.000000,2146.21,87.04,174,6.87,5.95,83.55,14.5,416.31,RISQUE
2939,2026-06-04 19:45:57.000000,2748.42,95.43,182,4.34,6.6,47.85,46.41,414.93,PANNE
2940,2026-06-04 19:45:57.000000,1528.51,58.31,165,3.41,5.38,51.57,48.41,415.72,OK
2941,2026-06-04 19:45:57.000000,710.72,118.08,165,9.95,5.83,80.61,55.99,374.1,PANNE
2942,2026-06-04 19:45:57.000000,1109.87,53.96,186,9.7,3.19,46.81,44.38,405.85,RISQUE
2943,2026-06-04 19:45:57.000000,884.66,54.0,181,5.91,4.86,35.31,46.25,391.55,OK
2944,2026-06-04 19:45:57.000000,3486.24,70.07,176,7.21,5.11,86.44,52.02,392.79,RISQUE
2945,2026-06-04 19:45:57.000000,2401.8,46.13,180,7.1,5.24,36.84,41.16,416.45,RISQUE
2946,2026-06-04 19:45:57.000000,3349.94,75.24,187,1.07,5.43,36.38,33.76,373.4,OK
2947,2026-06-04 19:45:57.000000,3294.84,43.78,170,3.74,2.38,45.64,13.67,405.11,OK
2948,2026-06-04 19:45:57.000000,3234.79,97.06,182,9.99,3.29,47.68,44.97,406.74,PANNE
2949,2026-06-04 19:45:57.000000,1482.28,73.36,177,1.35,5.47,33.93,22.24,371.64,OK
2950,2026-06-04 19:45:57.000000,2673.41,50.78,174,8.14,6.48,32.13,34.56,390.98,RISQUE
2951,2026-06-04 19:45:57.000000,911.7,76.54,171,9.46,3.58,74.76,49.0,409.75,RISQUE
2952,2026-06-04 19:45:57.000000,1981.21,73.74,177,9.38,3.04,43.83,36.27,426.17,RISQUE
2953,2026-06-04 19:45:57.000000,2637.65,66.03,159,6.11,6.58,74.71,59.0,409.84,RISQUE
2954,2026-06-04 19:45:57.000000,1951.95,99.28,170,5.28,2.94,51.31,20.64,429.87,RISQUE
2955,2026-06-04 19:45:57.000000,1427.02,44.28,180,2.24,2.96,47.52,54.07,401.87,OK
2956,2026-06-04 19:45:57.000000,661.48,53.39,165,2.65,2.82,31.4,41.28,373.48,OK
2957,2026-06-04 19:45:57.000000,2807.52,131.93,183,4.51,6.75,53.54,15.69,393.53,PANNE
2958,2026-06-04 19:45:57.000000,1062.66,63.65,184,1.64,3.29,78.06,21.42,414.35,OK
2959,2026-06-04 19:45:57.000000,3333.09,92.56,167,8.38,3.79,46.49,25.01,410.61,PANNE
2960,2026-06-04 19:45:57.000000,1189.52,95.51,163,8.23,4.13,69.73,11.61,380.45,PANNE
2961,2026-06-04 19:45:57.000000,3322.24,60.85,164,1.4,6.39,88.43,21.62,384.43,OK
2962,2026-06-04 19:45:57.000000,2873.63,57.96,185,6.09,5.35,61.42,40.42,398.26,RISQUE
2963,2026-06-04 19:45:57.000000,2528.71,67.11,164,3.48,5.56,60.81,31.66,407.5,OK
2964,2026-06-04 19:45:57.000000,829.62,78.33,180,6.74,2.21,41.23,50.48,399.18,RISQUE
2965,2026-06-04 19:45:57.000000,2551.49,83.99,160,8.21,2.27,78.2,52.86,422.55,PANNE
2966,2026-06-04 19:45:57.000000,2008.14,64.95,177,6.42,5.51,65.2,51.29,392.12,RISQUE
2967,2026-06-04 19:45:57.000000,3203.04,59.52,159,0.41,4.51,53.43,32.2,372.9,OK
2968,2026-06-04 19:45:57.000000,2457.72,61.13,184,6.78,4.17,38.0,28.3,395.79,RISQUE
2969,2026-06-04 19:45:57.000000,634.44,41.67,168,0.99,3.8,60.25,32.02,411.39,OK
2970,2026-06-04 19:45:57.000000,2804.46,56.12,178,6.31,6.26,52.21,24.62,391.08,RISQUE
2971,2026-06-04 19:45:57.000000,3040.73,61.09,174,6.53,5.61,69.2,14.99,402.34,RISQUE
2972,2026-06-04 19:45:57.000000,2003.46,121.18,175,9.17,2.41,69.32,11.66,381.99,PANNE
2973,2026-06-04 19:45:57.000000,2895.56,46.72,175,4.88,2.23,75.87,44.25,377.89,OK
2974,2026-06-04 19:45:57.000000,1498.91,75.28,179,0.19,2.47,54.95,49.81,414.03,OK
2975,2026-06-04 19:45:57.000000,2392.13,77.35,186,3.52,6.34,47.02,50.72,383.25,OK
2976,2026-06-04 19:45:57.000000,2553.02,51.49,173,5.6,5.74,33.36,11.9,371.33,OK
2977,2026-06-04 19:45:57.000000,750.28,55.02,177,2.91,3.02,38.71,15.78,378.54,OK
2978,2026-06-04 19:45:57.000000,632.6,86.66,173,2.23,6.9,43.95,21.14,394.98,OK
2979,2026-06-04 19:45:57.000000,2519.98,97.49,169,7.44,5.5,45.83,21.1,389.13,PANNE
2980,2026-06-04 19:45:57.000000,3411.48,85.8,187,9.82,7.0,33.12,23.04,378.86,PANNE
2981,2026-06-04 19:45:57.000000,2337.49,44.5,170,7.25,5.94,75.64,32.11,425.74,RISQUE
2982,2026-06-04 19:45:57.000000,532.34,63.48,176,2.93,4.16,46.94,15.76,413.75,OK
2983,2026-06-04 19:45:57.000000,905.69,53.39,159,6.72,6.76,74.97,54.42,381.61,RISQUE
2984,2026-06-04 19:45:57.000000,1783.01,76.21,164,4.23,6.15,83.11,56.67,370.73,OK
2985,2026-06-04 19:45:57.000000,1075.11,59.95,169,4.62,5.68,47.74,23.42,397.33,OK
2986,2026-06-04 19:45:57.000000,2460.34,82.07,179,9.57,6.13,45.6,51.05,389.48,PANNE
2987,2026-06-04 19:45:57.000000,2220.42,77.02,175,0.91,5.67,53.59,48.34,409.27,OK
2988,2026-06-04 19:45:57.000000,3154.03,85.43,164,6.09,3.95,37.57,32.95,424.97,PANNE
2989,2026-06-04 19:45:57.000000,2541.33,55.72,161,2.23,2.37,72.24,24.81,392.11,OK
2990,2026-06-04 19:45:57.000000,2090.56,49.76,181,9.19,2.02,46.06,26.16,418.79,RISQUE
2991,2026-06-04 19:45:57.000000,748.86,73.48,164,9.04,3.35,68.54,29.94,374.06,RISQUE
2992,2026-06-04 19:45:57.000000,1896.67,79.73,184,3.48,3.72,70.52,27.23,411.83,OK
2993,2026-06-04 19:45:57.000000,1101.01,59.91,181,5.08,6.7,40.38,12.33,412.82,OK
2994,2026-06-04 19:45:57.000000,859.79,63.07,178,8.69,6.93,49.24,42.33,386.25,RISQUE
2995,2026-06-04 19:45:57.000000,1656.66,137.43,176,1.21,4.23,82.36,11.13,399.7,RISQUE
2996,2026-06-04 19:45:57.000000,1469.62,126.99,164,5.92,6.94,39.99,53.38,420.33,RISQUE
2997,2026-06-04 19:45:57.000000,2091.16,88.36,183,3.99,4.01,78.88,53.33,423.36,OK
2998,2026-06-04 19:45:57.000000,3050.2,82.62,176,8.58,5.69,37.15,29.03,402.73,PANNE
2999,2026-06-04 19:45:57.000000,2738.87,69.28,172,5.36,4.2,65.45,41.79,394.35,OK
3000,2026-06-04 19:45:57.000000,3087.27,79.55,180,3.46,2.72,70.73,58.17,416.86,OK
3001,2026-06-04 19:45:57.000000,2004.26,74.45,172,9.23,2.56,77.25,40.17,409.27,RISQUE
3002,2026-06-04 19:45:57.000000,2005.8,79.66,182,5.35,2.85,44.88,46.4,423.73,OK
3003,2026-06-04 19:45:57.000000,947.51,67.89,172,6.54,6.12,39.28,25.14,373.03,RISQUE
3004,2026-06-04 19:45:57.000000,706.22,54.87,187,2.28,6.67,89.32,16.95,413.78,OK
3005,2026-06-04 19:45:57.000000,1433.83,57.8,159,2.21,2.86,42.02,34.17,418.95,OK
3006,2026-06-04 19:45:57.000000,3009.82,124.17,182,3.71,3.71,66.12,59.1,376.21,PANNE
3007,2026-06-04 19:45:57.000000,2751.9,87.88,186,5.71,5.01,47.84,44.05,400.77,RISQUE
3008,2026-06-04 19:45:57.000000,641.52,134.08,157,6.8,3.29,45.11,34.21,409.93,PANNE
3009,2026-06-04 19:45:57.000000,2144.77,104.63,176,3.94,3.62,56.24,20.78,415.98,RISQUE
3010,2026-06-04 19:45:57.000000,3481.58,41.46,161,8.6,3.59,30.6,14.79,396.97,RISQUE
3011,2026-06-04 19:45:57.000000,1295.31,48.23,178,7.08,5.73,66.55,50.24,381.82,RISQUE
3012,2026-06-04 19:45:57.000000,2658.72,53.56,182,5.81,5.73,89.39,45.47,404.65,OK
3013,2026-06-04 19:45:57.000000,894.16,65.69,172,7.3,3.29,35.89,45.85,387.44,RISQUE
3014,2026-06-04 19:45:57.000000,1193.32,60.84,178,5.93,3.35,64.48,13.07,404.96,OK
3015,2026-06-04 19:45:57.000000,2639.79,138.07,182,7.11,4.08,86.94,34.75,407.69,PANNE
3016,2026-06-04 19:45:57.000000,2051.22,54.36,163,5.08,6.95,55.35,17.22,397.26,OK
3017,2026-06-04 19:45:57.000000,2496.42,76.53,161,5.88,6.72,87.14,56.6,418.2,OK
3018,2026-06-04 19:45:57.000000,2142.48,46.92,157,2.18,4.24,65.27,39.67,382.22,OK
3019,2026-06-04 19:45:57.000000,921.65,78.51,174,8.14,5.24,78.15,13.29,425.27,RISQUE
3020,2026-06-04 19:45:57.000000,2297.79,89.22,162,6.14,3.35,60.75,47.5,382.76,PANNE
3021,2026-06-04 19:45:57.000000,1159.55,98.14,183,3.78,3.16,31.36,30.97,371.7,RISQUE
3022,2026-06-04 19:45:57.000000,1399.36,93.58,157,4.62,4.06,70.57,17.14,411.13,OK
3023,2026-06-04 19:45:57.000000,2369.82,78.56,173,2.25,3.27,65.56,20.17,384.36,OK
3024,2026-06-04 19:45:57.000000,3176.23,53.86,184,4.21,4.14,82.55,14.81,421.19,OK
3025,2026-06-04 19:45:57.000000,586.57,40.14,180,1.34,4.91,60.6,50.18,399.25,OK
3026,2026-06-04 19:45:57.000000,3272.07,83.9,172,0.35,4.03,85.21,29.26,379.89,RISQUE
3027,2026-06-04 19:45:57.000000,1117.02,63.67,186,2.53,5.24,58.79,32.79,420.35,OK
3028,2026-06-04 19:45:57.000000,3388.8,75.33,179,1.65,6.67,40.78,14.7,425.86,OK
3029,2026-06-04 19:45:57.000000,1803.79,53.11,168,1.9,5.23,69.36,27.24,415.36,OK
3030,2026-06-04 19:45:57.000000,1703.63,65.07,173,1.25,4.12,74.48,31.81,427.41,OK
3031,2026-06-04 19:45:57.000000,1132.64,96.16,178,6.3,4.58,71.49,55.44,398.16,PANNE
3032,2026-06-04 19:45:57.000000,2972.92,72.46,158,6.87,6.8,74.65,51.9,427.45,RISQUE
3033,2026-06-04 19:45:57.000000,1675.25,62.31,165,2.85,3.26,54.07,22.58,373.26,OK
3034,2026-06-04 19:45:57.000000,2113.45,59.16,158,2.52,5.24,58.92,33.34,423.26,OK
3035,2026-06-04 19:45:57.000000,3374.66,67.17,167,7.53,6.46,42.13,26.67,373.61,RISQUE
3036,2026-06-04 19:45:57.000000,1022.18,102.98,158,6.47,5.56,67.21,58.23,427.76,PANNE
3037,2026-06-04 19:45:57.000000,2594.05,64.89,177,6.23,2.11,44.18,15.92,422.99,RISQUE
3038,2026-06-04 19:45:57.000000,1480.46,77.07,175,8.54,3.45,83.38,38.86,382.99,RISQUE
3039,2026-06-04 19:45:57.000000,1725.06,94.43,168,8.77,2.79,39.55,26.11,378.02,RISQUE
3040,2026-06-04 19:45:57.000000,2346.14,68.94,161,9.07,5.44,72.98,35.98,396.96,RISQUE
3041,2026-06-04 19:45:57.000000,3409.37,46.74,162,3.43,6.03,30.26,40.05,429.53,OK
3042,2026-06-04 19:45:57.000000,1055.46,73.09,169,4.44,5.33,89.77,59.19,425.81,OK
3043,2026-06-04 19:45:57.000000,1758.76,76.82,159,3.36,4.11,36.08,22.05,424.03,OK
3044,2026-06-04 19:45:57.000000,831.46,109.96,186,8.05,5.47,33.4,20.02,419.89,PANNE
3045,2026-06-04 19:45:57.000000,3149.33,61.54,187,8.0,3.76,51.62,47.23,408.52,RISQUE
3046,2026-06-04 19:45:57.000000,1751.08,135.96,178,3.88,5.45,46.87,26.95,421.08,RISQUE
3047,2026-06-04 19:45:57.000000,1980.35,70.15,185,2.06,4.74,37.41,58.68,399.81,OK
3048,2026-06-04 19:45:57.000000,779.08,40.24,179,4.47,6.79,56.89,28.34,399.36,OK
3049,2026-06-04 19:45:57.000000,1246.1,97.0,166,6.93,5.59,60.64,29.99,398.03,PANNE
3050,2026-06-04 19:45:57.000000,3033.79,66.27,181,2.53,5.65,83.74,24.29,414.5,OK
3051,2026-06-04 19:45:57.000000,3492.31,94.56,170,8.04,2.13,73.22,36.13,397.12,PANNE
3052,2026-06-04 19:45:57.000000,1262.31,64.15,169,4.6,4.68,47.94,54.42,402.72,OK
3053,2026-06-04 19:45:57.000000,1840.72,40.95,161,1.63,4.38,83.47,11.35,397.7,OK
3054,2026-06-04 19:45:57.000000,2411.81,52.17,175,2.74,4.28,57.5,56.22,384.84,OK
3055,2026-06-04 19:45:57.000000,1074.36,80.28,161,9.16,2.02,46.51,28.13,429.24,RISQUE
3056,2026-06-04 19:45:57.000000,1122.87,86.93,173,9.99,3.86,81.8,20.03,394.78,RISQUE
3057,2026-06-04 19:45:57.000000,2178.73,77.32,165,9.99,3.58,65.04,58.57,376.31,RISQUE
3058,2026-06-04 19:45:57.000000,1552.3,41.94,182,6.08,6.94,37.05,41.12,415.55,RISQUE
3059,2026-06-04 19:45:57.000000,1077.48,43.32,161,7.13,6.95,78.49,13.6,426.1,RISQUE
3060,2026-06-04 19:45:57.000000,2365.27,90.81,172,4.88,4.86,53.96,23.98,382.0,RISQUE
3061,2026-06-04 19:45:57.000000,638.63,97.89,177,5.48,5.0,51.28,58.73,418.56,RISQUE
3062,2026-06-04 19:45:57.000000,2007.69,137.56,176,6.96,6.85,76.05,56.22,389.18,PANNE
3063,2026-06-04 19:45:57.000000,1312.04,46.3,164,8.81,4.96,49.24,51.25,379.78,RISQUE
3064,2026-06-04 19:45:57.000000,1209.89,64.36,179,3.56,2.35,46.94,20.07,379.6,OK
3065,2026-06-04 19:45:57.000000,3128.45,84.39,178,7.22,6.9,74.29,47.43,401.73,PANNE
3066,2026-06-04 19:45:57.000000,1394.12,57.82,169,1.53,6.36,84.2,54.94,417.02,OK
3067,2026-06-04 19:45:57.000000,2566.84,57.1,173,1.62,5.72,43.86,56.25,425.91,OK
3068,2026-06-04 19:45:57.000000,1676.74,87.74,167,8.0,6.11,72.44,13.64,384.55,RISQUE
3069,2026-06-04 19:45:57.000000,3125.79,67.22,174,3.35,2.25,44.66,13.6,407.64,OK
3070,2026-06-04 19:45:57.000000,2894.23,52.43,167,0.58,6.49,48.67,53.23,393.34,OK
3071,2026-06-04 19:45:57.000000,2808.91,79.53,186,8.83,2.54,83.31,15.96,425.83,RISQUE
3072,2026-06-04 19:45:57.000000,3115.67,67.02,160,3.33,2.24,44.57,13.47,407.09,OK
3073,2026-06-04 19:45:57.000000,3357.25,64.77,180,9.04,5.32,66.56,12.68,396.36,RISQUE
3074,2026-06-04 19:45:57.000000,2871.96,52.61,183,0.08,5.34,48.76,38.08,422.2,OK
3075,2026-06-04 19:45:57.000000,3209.87,49.71,184,7.88,3.15,77.17,22.04,420.74,RISQUE
3076,2026-06-04 19:45:57.000000,662.73,108.63,169,6.24,6.79,84.99,45.45,417.76,PANNE
3077,2026-06-04 19:45:57.000000,1180.91,57.71,187,8.07,3.76,50.56,42.77,384.94,RISQUE
3078,2026-06-04 19:45:57.000000,2842.31,123.32,178,1.55,4.17,72.01,20.09,424.48,PANNE
3079,2026-06-04 19:45:57.000000,3004.52,54.8,186,0.64,6.08,83.12,59.02,384.77,OK
3080,2026-06-04 19:45:57.000000,3252.33,101.54,172,4.72,5.04,67.21,23.95,402.09,PANNE
3081,2026-06-04 19:45:57.000000,1819.56,40.22,186,1.83,4.98,55.87,28.37,402.63,OK
3082,2026-06-04 19:45:57.000000,535.91,99.48,176,1.39,5.28,82.11,28.61,385.32,RISQUE
3083,2026-06-04 19:45:57.000000,554.71,81.08,181,9.3,4.97,41.08,16.94,378.41,RISQUE
3084,2026-06-04 19:45:57.000000,3023.34,116.85,179,9.42,2.93,36.3,58.34,401.13,PANNE
3085,2026-06-04 19:45:57.000000,3376.78,89.73,183,3.35,5.99,88.99,36.14,409.9,RISQUE
3086,2026-06-04 19:45:57.000000,3336.38,42.93,167,5.08,5.51,89.26,51.59,381.78,OK
3087,2026-06-04 19:45:57.000000,1752.16,81.22,171,9.03,3.32,66.61,22.95,397.86,RISQUE
3088,2026-06-04 19:45:57.000000,1539.44,75.13,180,0.98,4.25,87.3,31.28,385.81,OK
3089,2026-06-04 19:45:57.000000,1548.99,78.64,167,8.5,3.01,57.52,44.38,373.75,RISQUE
3090,2026-06-04 19:45:57.000000,1657.74,119.22,174,4.88,3.42,87.36,56.36,416.11,RISQUE
3091,2026-06-04 19:45:57.000000,2437.49,138.55,187,3.38,5.75,74.47,32.68,372.67,PANNE
3092,2026-06-04 19:45:57.000000,2210.36,80.69,172,7.47,2.12,82.95,26.93,372.74,PANNE
3093,2026-06-04 19:45:57.000000,662.7,50.39,186,4.92,3.48,30.1,16.12,406.43,OK
